TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIDC;33.632.618/0001-23;NOVA CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-08-31;982172;Valores a receber;;;9710;;2025-11-29
CLASSES - FIDC;35.138.047/0001-09;NAGOIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;992614;Cotas de Fundos;3018428;55902;11348046;;2025-11-29
CLASSES - FIDC;35.138.047/0001-09;NAGOIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;992614;Disponibilidades;;;3934;;2025-11-29
CLASSES - FIDC;35.138.047/0001-09;NAGOIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;992614;Títulos Públicos;0;0;292060;;2025-11-29
CLASSES - FIDC;35.138.047/0001-09;NAGOIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;992614;Valores a pagar;;;3502028;;2025-11-29
CLASSES - FIDC;35.138.047/0001-09;NAGOIA DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-08-31;992614;Valores a receber;;;2989490;;2025-11-29
CLASSES - FIDC;35.871.456/0001-01;SEJA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;983447;Cotas de Fundos;0;0;35231237;;2025-11-29
CLASSES - FIDC;35.871.456/0001-01;SEJA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;983447;Valores a pagar;;;10307;;2025-11-29
CLASSES - FIDC;35.871.456/0001-01;SEJA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;983447;Valores a receber;;;14097;;2025-11-29
CLASSES - FIDC;36.113.052/0001-11;POSITANO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982074;Cotas de Fundos;0;0;29017839;;2025-11-29
CLASSES - FIDC;36.113.052/0001-11;POSITANO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982074;Títulos Públicos;0;0;1520110;;2025-11-29
CLASSES - FIDC;36.113.052/0001-11;POSITANO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982074;Valores a pagar;;;63622;;2025-11-29
CLASSES - FIDC;36.113.052/0001-11;POSITANO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-08-31;982074;Valores a receber;;;6558;;2025-11-29
CLASSES - FIDC;36.293.650/0001-10;VIA CAPITAL MATRAMERUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓR;2025-08-31;986375;Cotas de Fundos;0;0;23049014;;2025-11-29
CLASSES - FIDC;36.293.650/0001-10;VIA CAPITAL MATRAMERUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓR;2025-08-31;986375;Valores a pagar;;;10186;;2025-11-29
