TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011849;Operações Compromissadas;;;61784;;2025-12-29
CLASSES FIIM;57.091.257/0001-13;SAFRA ETF IBOVESPA EMPRESAS ESTATAIS FUNDO DE INDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1011849;Títulos Públicos;0;0;34904;;2025-12-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008975;Disponibilidades;;;16226;;2025-12-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008975;Investimento no Exterior;25003261;0;332098260;;2025-12-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008975;Operações Compromissadas;;;243072;;2025-12-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008975;Valores a pagar;;;266646;;2025-12-29
CLASSES FIIM;58.430.507/0001-65;HASHDEX NASDAQ XRP FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1008975;Valores a receber;;;11704;;2025-12-29
CLASSES FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1009414;Ações;48474;99225;14715752;;2025-12-29
CLASSES FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1009414;Brazilian Depository Receipt - BDR;;;3173092;;2025-12-29
CLASSES FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1009414;Certificado ou recibo de depósito de valores mobiliários;;;1010659;;2025-12-29
CLASSES FIIM;60.553.995/0001-40;ISHARES BOVESPA BR+ CAP 5% B3 CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-09-30;1009414;Disponibilidades;;;10362;;2025-12-29
